Nitrite measurement using Nitric Oxide Analyzer
Peaks are formed when tested solutions are injected into the purge vessel
This data corresponds to peaks from standard test solutions

Time	Voltage
0.348302	1.30
0.348305	1.30
0.348308	1.50
0.348311	1.60
0.348313	1.20
0.348316	1.30
0.348319	1.00
0.348322	0.80
0.348325	1.50
0.348328	1.00
0.348331	1.60
0.348334	1.20
0.348337	1.40
0.348339	1.10
0.348342	1.20
0.348345	1.40
0.348348	1.90
0.348351	1.50
0.348354	1.10
0.348357	1.50
0.348360	1.30
0.348363	1.30
0.348366	1.10
0.348368	1.40
0.348371	1.20
0.348374	1.30
0.348377	1.40
0.348380	1.70
0.348383	1.10
0.348386	1.30
0.348389	1.40
0.348392	0.90
0.348394	0.80
0.348397	1.40
0.348400	1.20
0.348403	1.40
0.348406	1.10
0.348409	1.50
0.348412	1.30
0.348415	1.30
0.348418	1.50
0.348420	1.20
0.348423	1.20
0.348426	1.50
0.348429	1.50
0.348432	1.80
0.348435	1.10
0.348438	1.20
0.348441	1.70
0.348444	1.00
0.348447	0.90
0.348449	1.40
0.348452	1.10
0.348455	1.20
0.348458	1.00
0.348461	1.30
0.348464	1.60
0.348467	1.40
0.348470	1.40
0.348473	1.30
0.348475	1.30
0.348478	1.90
0.348481	1.40
0.348484	1.50
0.348487	1.70
0.348490	1.50
0.348493	1.10
0.348496	1.20
0.348499	1.20
0.348502	1.30
0.348504	1.10
0.348507	1.10
0.348510	1.40
0.348513	1.50
0.348516	1.20
0.348519	1.30
0.348522	1.00
0.348525	1.40
0.348528	1.00
0.348530	1.50
0.348533	1.40
0.348536	1.40
0.348539	1.00
0.348542	1.40
0.348545	1.80
0.348548	1.90
0.348551	1.50
0.348554	1.20
0.348556	1.30
0.348559	1.60
0.348562	1.30
0.348565	1.30
0.348568	1.20
0.348571	1.70
0.348574	1.20
0.348577	1.20
0.348580	1.50
0.348583	1.40
0.348585	0.80
0.348588	1.20
0.348591	1.30
0.348594	1.40
0.348597	1.20
0.348600	1.10
0.348603	1.30
0.348606	1.30
0.348609	1.00
0.348611	1.30
0.348614	1.60
0.348617	1.40
0.348620	1.30
0.348623	1.30
0.348626	1.00
0.348629	1.60
0.348632	1.30
0.348635	1.60
0.348638	1.80
0.348640	1.60
0.348643	1.10
0.348646	1.10
0.348649	1.50
0.348652	1.20
0.348655	1.80
0.348658	1.70
0.348661	1.10
0.348664	1.30
0.348666	1.20
0.348669	1.40
0.348672	1.60
0.348675	2.10
0.348678	10.10
0.348681	36.90
0.348684	67.80
0.348687	111.30
0.348690	136.00
0.348692	144.50
0.348695	144.90
0.348698	138.40
0.348701	128.40
0.348704	118.80
0.348707	105.70
0.348710	100.00
0.348713	91.00
0.348716	83.30
0.348719	76.10
0.348721	71.50
0.348724	66.90
0.348727	63.70
0.348730	57.70
0.348733	52.10
0.348736	44.20
0.348739	37.00
0.348742	33.70
0.348745	30.40
0.348747	28.50
0.348750	25.80
0.348753	24.70
0.348756	23.90
0.348759	20.50
0.348762	17.80
0.348765	17.20
0.348768	15.20
0.348771	13.20
0.348774	12.60
0.348776	12.90
0.348779	11.30
0.348782	9.20
0.348785	9.60
0.348788	9.50
0.348791	7.70
0.348794	7.60
0.348797	7.10
0.348800	5.50
0.348802	5.30
0.348805	5.80
0.348808	5.40
0.348811	5.20
0.348814	3.90
0.348817	4.50
0.348820	4.10
0.348823	3.40
0.348826	2.90
0.348828	3.20
0.348831	3.40
0.348834	2.20
0.348837	2.70
0.348840	2.10
0.348843	2.70
0.348846	2.40
0.348849	2.10
0.348852	2.70
0.348855	2.30
0.348857	1.80
0.348860	2.70
0.348863	2.40
0.348866	2.10
0.348869	1.90
0.348872	1.90
0.348875	1.90
0.348878	1.80
0.348881	2.30
0.348883	2.10
0.348886	1.70
0.348889	1.60
0.348892	1.70
0.348895	1.80
0.348898	2.10
0.348901	1.30
0.348904	1.50
0.348907	1.80
0.348909	1.90
0.348912	1.40
0.348915	1.60
0.348918	1.10
0.348921	0.50
0.348924	1.60
0.348927	1.00
0.348930	1.20
0.348933	1.00
0.348936	1.90
0.348938	1.30
0.348941	1.80
0.348944	1.10
0.348947	1.10
0.348950	1.40
0.348953	1.10
0.348956	1.90
0.348959	1.20
0.348962	1.20
0.348964	1.80
0.348967	1.30
0.348970	1.10
0.348973	1.00
0.348976	1.10
0.348979	1.60
0.348982	1.00
0.348985	1.20
0.348988	0.90
0.348991	1.40
0.348993	1.70
0.348996	1.30
0.348999	1.70
0.349002	1.00
0.349005	1.20
0.349008	1.20
0.349011	1.30
0.349014	1.30
0.349017	1.50
0.349019	1.40
0.349022	1.40
0.349025	1.30
0.349028	1.90
0.349031	1.30
0.349034	1.70
0.349037	1.10
0.349040	1.60
0.349043	1.80
0.349045	1.00
0.349048	1.20
0.349051	1.30
0.349054	1.40
0.349057	0.80
0.349060	1.60
0.349063	1.10
0.349066	1.70
0.349069	1.10
0.349072	0.90
0.349074	0.80
0.349077	1.50
0.349080	1.30
0.349083	1.10
0.349086	1.20
0.349089	1.70
0.349092	0.70
0.349095	1.00
0.349098	1.10
0.349100	2.10
0.349103	1.60
0.349106	2.00
0.349109	1.60
0.349112	1.20
0.349115	1.60
0.349118	1.40
0.349121	1.40
0.349124	0.60
0.349127	1.40
0.349129	1.60
0.349132	1.20
0.349135	1.00
0.349138	1.60
0.349141	1.40
0.349144	1.10
0.349147	1.40
0.349150	1.20
0.349153	1.10
0.349155	1.30
0.349158	1.90
0.349161	1.80
0.349164	1.10
0.349167	1.20
0.349170	0.80
0.349173	1.00
0.349176	0.90
0.349179	1.00
0.349181	1.30
0.349184	1.20
0.349187	1.00
0.349190	1.00
0.349193	1.10
0.349196	1.00
0.349199	1.10
0.349202	1.30
0.349205	1.40
0.349208	1.60
0.349210	1.40
0.349213	1.70
0.349216	1.20
0.349219	1.10
0.349222	1.80
0.349225	1.90
0.349228	1.30
0.349231	1.30
0.349234	1.20
0.349236	1.40
0.349239	1.50
0.349242	2.00
0.349245	1.60
0.349248	1.60
0.349251	1.80
0.349254	1.80
0.349257	1.50
0.349260	1.20
0.349263	1.40
0.349265	1.40
0.349268	1.50
0.349271	1.30
0.349274	1.50
0.349277	1.20
0.349280	1.40
0.349283	1.20
0.349286	1.80
0.349289	1.20
0.349291	1.00
0.349294	1.50
0.349297	1.30
0.349300	1.30
0.349303	1.00
0.349306	1.30
0.349309	1.60
0.349312	1.60
0.349315	1.80
0.349317	1.50
0.349320	1.20
0.349323	1.20
0.349326	1.10
0.349329	0.90
0.349332	1.50
0.349335	1.90
0.349338	3.20
0.349341	25.60
0.349344	65.70
0.349346	96.00
0.349349	114.50
0.349352	131.50
0.349355	139.40
0.349358	141.10
0.349361	134.90
0.349364	127.20
0.349367	114.80
0.349370	103.00
0.349372	92.30
0.349375	81.30
0.349378	74.10
0.349381	72.10
0.349384	65.60
0.349387	57.10
0.349390	53.00
0.349393	48.00
0.349396	45.30
0.349399	40.70
0.349401	36.20
0.349404	32.30
0.349407	28.70
0.349410	26.80
0.349413	23.50
0.349416	21.30
0.349419	18.90
0.349422	16.80
0.349425	14.90
0.349427	15.10
0.349430	14.20
0.349433	12.00
0.349436	11.80
0.349439	10.40
0.349442	9.50
0.349445	9.80
0.349448	9.00
0.349451	8.10
0.349453	8.20
0.349456	7.40
0.349459	6.20
0.349462	5.90
0.349465	4.90
0.349468	4.30
0.349471	4.00
0.349474	4.00
0.349477	3.90
0.349480	4.30
0.349482	3.40
0.349485	3.40
0.349488	3.00
0.349491	3.30
0.349494	2.60
0.349497	2.90
0.349500	2.80
0.349503	2.30
0.349506	2.40
0.349508	2.60
0.349511	2.40
0.349514	2.50
0.349517	2.40
0.349520	1.90
0.349523	1.80
0.349526	1.60
0.349529	1.80
0.349532	1.50
0.349534	1.90
0.349537	3.10
0.349540	1.50
0.349543	1.50
0.349546	1.40
0.349549	2.00
0.349552	1.50
0.349555	1.80
0.349558	1.70
0.349561	1.30
0.349563	1.60
0.349566	1.20
0.349569	1.30
0.349572	1.50
0.349575	1.70
0.349578	2.10
0.349581	1.60
0.349584	1.40
0.349587	1.30
0.349589	1.60
0.349592	2.00
0.349595	1.20
0.349598	1.20
0.349601	1.50
0.349604	1.40
0.349607	2.00
0.349610	2.00
0.349613	1.90
0.349616	1.30
0.349618	1.10
0.349621	1.10
0.349624	1.30
0.349627	1.40
0.349630	1.80
0.349633	1.30
0.349636	1.70
0.349639	1.30
0.349642	1.40
0.349644	1.50
0.349647	1.70
0.349650	1.60
0.349653	1.40
0.349656	1.60
0.349659	1.70
0.349662	1.60
0.349665	1.60
0.349668	1.50
0.349670	1.00
0.349673	1.10
0.349676	2.00
0.349679	1.20
0.349682	1.30
0.349685	1.60
0.349688	1.20
0.349691	1.00
0.349694	1.60
0.349697	1.40
0.349699	1.50
0.349702	1.00
0.349705	1.20
0.349708	1.00
0.349711	1.20
0.349714	1.20
0.349717	0.70
0.349720	1.10
0.349723	1.40
0.349725	1.40
0.349728	1.40
0.349731	1.00
0.349734	1.70
0.349737	1.80
0.349740	1.20
0.349743	0.80
0.349746	1.60
0.349749	1.80
0.349752	1.90
0.349754	1.40
0.349757	1.80
0.349760	1.10
0.349763	1.40
0.349766	1.60
0.349769	1.40
0.349772	1.40
0.349775	1.40
0.349778	1.20
0.349780	1.30
0.349783	1.00
0.349786	1.40
0.349789	1.20
0.349792	1.40
0.349795	1.70
0.349798	1.30
0.349801	1.40
0.349804	1.30
0.349806	1.30
0.349809	1.00
0.349812	1.60
0.349815	1.60
0.349818	1.90
0.349821	1.60
0.349824	1.80
0.349827	1.50
0.349830	1.30
0.349833	1.60
0.349835	1.40
0.349838	1.30
0.349841	1.70
0.349844	1.20
0.349847	1.50
0.349850	1.20
0.349853	1.50
0.349856	1.40
0.349859	1.60
0.349861	1.70
0.349864	1.40
0.349867	1.20
0.349870	1.00
0.349873	1.70
0.349876	1.60
0.349879	1.00
0.349882	1.20
0.349885	1.10
0.349888	1.70
0.349890	1.60
0.349893	1.50
0.349896	1.50
0.349899	1.00
0.349902	1.50
0.349905	1.30
0.349908	1.50
0.349911	1.10
0.349914	1.30
0.349916	1.00
0.349919	1.40
0.349922	1.30
0.349925	2.60
0.349928	0.90
0.349931	1.30
0.349934	1.60
0.349937	1.30
0.349940	0.60
0.349942	1.40
0.349945	1.50
0.349948	1.50
0.349951	1.00
0.349954	1.30
0.349957	1.60
0.349960	1.60
0.349963	1.50
0.349966	1.20
0.349969	1.40
0.349971	2.00
0.349974	1.60
0.349977	1.40
0.349980	1.20
0.349983	1.60
0.349986	1.30
0.349989	1.20
0.349992	1.50
0.349995	1.40
0.349997	1.60
0.350000	1.50
0.350003	1.70
0.350006	1.10
0.350009	1.40
0.350012	1.70
0.350015	1.50
0.350018	0.70
0.350021	1.50
0.350024	1.40
0.350026	1.40
0.350029	1.60
0.350032	1.10
0.350035	1.50
0.350038	1.00
0.350041	1.20
0.350044	1.90
0.350047	1.00
0.350050	1.20
0.350052	0.70
0.350055	1.60
0.350058	1.00
0.350061	1.60
0.350064	1.60
0.350067	1.70
0.350070	1.70
0.350073	1.40
0.350076	1.10
0.350078	1.30
0.350081	0.70
0.350084	1.30
0.350087	1.60
0.350090	1.10
0.350093	1.30
0.350096	1.70
0.350099	1.10
0.350102	1.10
0.350105	1.40
0.350107	1.30
0.350110	1.10
0.350113	1.60
0.350116	1.30
0.350119	1.60
0.350122	1.20
0.350125	1.20
0.350128	1.60
0.350131	1.20
0.350133	1.60
0.350136	1.20
0.350139	1.00
0.350142	1.20
0.350145	1.10
0.350148	1.30
0.350151	1.50
0.350154	1.20
0.350157	1.50
0.350159	1.10
0.350162	1.40
0.350165	1.50
0.350168	1.40
0.350171	1.40
0.350174	1.60
0.350177	1.60
0.350180	2.00
0.350183	1.10
0.350186	1.30
0.350188	1.00
0.350191	2.10
0.350194	2.20
0.350197	1.40
0.350200	1.10
0.350203	1.20
0.350206	1.20
0.350209	1.40
0.350212	1.40
0.350214	1.50
0.350217	1.50
0.350220	1.50
0.350223	1.80
0.350226	1.50
0.350229	0.80
0.350232	1.10
0.350235	1.50
0.350238	1.70
0.350241	1.60
0.350243	1.60
0.350246	1.50
0.350249	1.90
0.350252	1.30
0.350255	1.60
0.350258	1.90
0.350261	1.10
0.350264	1.30
0.350267	1.20
0.350269	1.10
0.350272	1.30
0.350275	1.70
0.350278	1.60
0.350281	1.60
0.350284	2.10
0.350287	1.20
0.350290	1.50
0.350293	1.20
0.350295	1.30
0.350298	1.40
0.350301	1.10
0.350304	1.20
0.350307	1.40
0.350310	1.10
0.350313	0.80
0.350316	1.20
0.350319	1.40
0.350322	1.50
0.350324	1.40
0.350327	1.10
0.350330	1.90
0.350333	1.50
0.350336	1.70
0.350339	1.80
0.350342	1.80
0.350345	0.90
0.350348	1.40
0.350350	1.50
0.350353	1.60
0.350356	1.70
0.350359	1.30
0.350362	1.60
0.350365	1.50
0.350368	1.00
0.350371	1.10
0.350374	1.90
0.350377	1.00
0.350379	1.30
0.350382	1.50
0.350385	1.30
0.350388	1.50
0.350391	1.40
0.350394	1.60
0.350397	1.20
0.350400	1.60
0.350403	1.30
0.350405	1.30
0.350408	0.90
0.350411	1.20
0.350414	1.20
0.350417	1.30
0.350420	1.40
0.350423	1.40
0.350426	1.30
0.350429	1.40
0.350431	1.70
0.350434	1.30
0.350437	1.70
0.350440	1.70
0.350443	1.60
0.350446	1.70
0.350449	1.40
0.350452	0.90
0.350455	1.50
0.350458	1.40
0.350460	1.50
0.350463	1.10
0.350466	1.40
0.350469	1.00
0.350472	1.60
0.350475	1.50
0.350478	1.00
0.350481	1.30
0.350484	1.90
0.350486	1.70
0.350489	1.50
0.350492	1.70
0.350495	1.90
0.350498	1.80
0.350501	1.20
0.350504	1.10
0.350507	1.50
0.350510	1.40
0.350513	1.70
0.350515	1.50
0.350518	1.30
0.350521	1.40
0.350524	1.10
0.350527	1.20
0.350530	1.60
0.350533	1.60
0.350536	1.10
0.350539	1.50
0.350541	1.20
0.350544	1.00
0.350547	1.50
0.350550	1.40
0.350553	1.70
0.350556	1.10
0.350559	1.30
0.350562	1.30
0.350565	1.30
0.350567	1.00
0.350570	1.30
0.350573	1.10
0.350576	2.10
0.350579	1.70
0.350582	1.30
0.350585	1.10
0.350588	1.30
0.350591	1.20
0.350594	1.40
0.350596	1.40
0.350599	1.60
0.350602	1.20
0.350605	1.40
0.350608	1.30
0.350611	1.50
0.350614	1.50
0.350617	0.90
0.350620	1.20
0.350622	1.30
0.350625	1.50
0.350628	2.00
0.350631	1.50
0.350634	1.90
0.350637	1.40
0.350640	1.70
0.350643	1.30
0.350646	1.20
0.350649	1.50
0.350651	1.80
0.350654	1.60
0.350657	1.50
0.350660	1.40
0.350663	1.30
0.350666	1.60
0.350669	1.40
0.350672	1.30
0.350675	1.10
0.350677	1.60
0.350680	0.80
0.350683	1.20
0.350686	1.50
0.350689	1.30
0.350692	1.30
0.350695	1.30
0.350698	1.60
0.350701	0.90
0.350703	1.30
0.350706	1.40
0.350709	1.40
0.350712	1.20
0.350715	1.30
0.350718	1.40
0.350721	1.30
0.350724	1.50
0.350727	1.50
0.350730	1.20
0.350732	1.60
0.350735	1.20
0.350738	1.30
0.350741	1.70
0.350744	1.50
0.350747	1.60
0.350750	0.90
0.350753	1.20
0.350756	1.40
0.350758	1.30
0.350761	1.20
0.350764	1.20
0.350767	1.20
0.350770	1.40
0.350773	1.00
0.350776	1.60
0.350779	1.20
0.350782	1.40
0.350784	1.20
0.350787	0.90
0.350790	1.50
0.350793	1.30
0.350796	1.20
0.350799	1.50
0.350802	1.40
0.350805	1.20
0.350808	1.30
0.350811	1.00
0.350813	1.30
0.350816	1.60
0.350819	1.50
0.350822	1.00
0.350825	1.40
0.350828	1.40
0.350831	1.40
0.350834	1.70
0.350837	1.90
0.350839	1.50
0.350842	1.70
0.350845	1.20
0.350848	1.60
0.350851	1.60
0.350854	1.40
0.350857	1.80
0.350860	1.50
0.350863	1.60
0.350866	1.70
0.350868	1.60
0.350871	1.40
0.350874	2.00
0.350877	1.40
0.350880	1.00
0.350883	1.20
0.350886	1.60
0.350889	1.10
0.350892	1.40
0.350894	1.60
0.350897	1.60
0.350900	1.50
0.350903	1.60
0.350906	1.20
0.350909	1.40
0.350912	1.40
0.350915	0.90
0.350918	1.60
0.350920	1.50
0.350923	1.30
0.350926	1.00
0.350929	1.30
0.350932	1.30
0.350935	1.40
0.350938	1.40
0.350941	1.10
0.350944	1.60
0.350947	1.20
0.350949	1.10
0.350952	1.20
0.350955	1.80
0.350958	1.40
0.350961	1.10
0.350964	1.20
0.350967	1.60
0.350970	1.70
0.350973	1.30
0.350975	1.80
0.350978	1.10
0.350981	1.10
0.350984	1.90
0.350987	1.40
0.350990	1.60
0.350993	1.50
0.350996	1.10
0.350999	1.80
0.351002	1.00
0.351004	1.50
0.351007	1.00
0.351010	1.20
0.351013	1.60
0.351016	1.40
0.351019	1.40
0.351022	1.70
0.351025	1.60
0.351028	1.40
0.351030	1.30
0.351033	1.30
0.351036	1.20
0.351039	1.20
0.351042	1.20
0.351045	1.80
0.351048	1.30
0.351051	0.90
0.351054	1.50
0.351056	1.90
0.351059	1.60
0.351062	1.30
0.351065	1.50
0.351068	1.40
0.351071	1.70
0.351074	1.10
0.351077	1.90
0.351080	1.40
0.351083	1.60
0.351085	1.40
0.351088	1.40
0.351091	1.60
0.351094	1.40
0.351097	1.80
0.351100	1.70
0.351103	1.80
0.351106	1.30
0.351109	1.40
0.351111	1.30
0.351114	1.50
0.351117	1.20
0.351120	1.40
0.351123	2.00
0.351126	1.10
0.351129	1.60
0.351132	1.10
0.351135	1.30
0.351138	1.40
0.351140	1.70
0.351143	1.70
0.351146	1.50
0.351149	1.10
0.351152	2.80
0.351155	1.30
0.351158	1.60
0.351161	1.50
0.351164	1.70
0.351166	1.40
0.351169	1.40
0.351172	1.30
0.351175	1.70
0.351178	1.70
0.351181	1.80
0.351184	1.20
0.351187	1.40
0.351190	1.30
0.351192	1.80
0.351195	1.70
0.351198	1.20
0.351201	1.20
0.351204	1.90
0.351207	1.40
0.351210	1.60
0.351213	1.70
0.351216	1.20
0.351219	1.30
0.351221	1.40
0.351224	1.20
0.351227	1.40
0.351230	1.30
0.351233	1.40
0.351236	1.10
0.351239	1.20
0.351242	1.20
0.351245	1.30
0.351247	1.20
0.351250	1.10
0.351253	1.10
0.351256	1.60
0.351259	1.60
0.351262	1.20
0.351265	1.30
0.351268	1.20
0.351271	1.50
0.351274	1.60
0.351276	1.20
0.351279	1.20
0.351282	1.20
0.351285	1.60
0.351288	1.80
0.351291	2.10
0.351294	1.30
0.351297	1.30
0.351300	1.90
0.351302	1.30
0.351305	1.50
0.351308	1.40
0.351311	1.20
0.351314	1.40
0.351317	1.40
0.351320	1.10
0.351323	1.90
0.351326	1.60
0.351328	1.10
0.351331	1.20
0.351334	1.90
0.351337	1.60
0.351340	1.80
0.351343	0.70
0.351346	1.50
0.351349	1.10
0.351352	1.40
0.351355	1.50
0.351357	1.00
0.351360	1.50
0.351363	1.80
0.351366	2.00
0.351369	1.20
0.351372	1.40
0.351375	1.30
0.351378	2.10
0.351381	1.40
0.351383	1.40
0.351386	1.50
0.351389	1.60
0.351392	1.30
0.351395	1.60
0.351398	1.70
0.351401	1.60
0.351404	1.30
0.351407	1.30
0.351409	0.90
0.351412	1.00
0.351415	1.40
0.351418	1.30
0.351421	1.40
0.351424	1.20
0.351427	1.30
0.351430	1.70
0.351433	1.50
0.351436	1.50
0.351438	0.90
0.351441	1.40
0.351444	1.30
0.351447	1.20
0.351450	1.90
0.351453	1.40
0.351456	1.50
0.351459	1.70
0.351462	1.00
0.351464	1.80
0.351467	1.50
0.351470	1.70
0.351473	1.80
0.351476	1.50
0.351479	1.20
0.351482	1.40
0.351485	1.60
0.351488	1.50
0.351491	1.30
0.351493	1.40
0.351496	1.40
0.351499	1.40
0.351502	1.30
0.351505	1.10
0.351508	1.50
0.351511	1.40
0.351514	1.70
0.351517	2.00
0.351519	1.00
0.351522	1.60
0.351525	0.90
0.351528	1.50
0.351531	1.40
0.351534	1.90
0.351537	1.00
0.351540	1.20
0.351543	1.40
0.351545	1.30
0.351548	1.20
0.351551	1.20
0.351554	1.50
0.351557	1.60
0.351560	1.20
0.351563	1.50
0.351566	1.40
0.351569	1.90
0.351572	1.30
0.351574	1.60
0.351577	1.50
0.351580	1.60
0.351583	1.00
0.351586	1.70
0.351589	1.00
0.351592	1.10
0.351595	1.60
0.351598	1.60
0.351600	1.10
0.351603	1.20
0.351606	2.00
0.351609	1.30
0.351612	1.50
0.351615	1.70
0.351618	1.70
0.351621	1.40
0.351624	1.30
0.351627	1.40
0.351629	1.60
0.351632	1.80
0.351635	1.70
0.351638	1.80
0.351641	1.40
0.351644	1.00
0.351647	1.40
0.351650	1.20
0.351653	1.20
0.351655	1.50
0.351658	1.20
0.351661	1.10
0.351664	1.50
0.351667	1.10
0.351670	1.40
0.351673	1.70
0.351676	1.40
0.351679	1.10
0.351681	1.30
0.351684	1.10
0.351687	1.40
0.351690	1.40
0.351693	1.10
0.351696	1.70
0.351699	1.20
0.351702	1.80
0.351705	0.80
0.351708	1.60
0.351710	1.50
0.351713	1.40
0.351716	1.60
0.351719	1.60
0.351722	1.70
0.351725	1.60
0.351728	1.30
0.351731	1.50
0.351734	1.20
0.351736	1.40
0.351739	1.20
0.351742	1.00
0.351745	1.90
0.351748	2.00
0.351751	1.30
0.351754	1.70
0.351757	1.20
0.351760	1.80
0.351763	1.30
0.351765	1.20
0.351768	1.50
0.351771	1.40
0.351774	1.40
0.351777	1.00
0.351780	1.50
0.351783	1.00
0.351786	1.20
0.351789	1.30
0.351791	1.60
0.351794	1.30
0.351797	1.60
0.351800	1.30
0.351803	1.20
0.351806	1.40
0.351809	1.40
0.351812	1.20
0.351815	1.10
0.351817	1.50
0.351820	2.00
0.351823	1.50
0.351826	1.50
0.351829	1.40
0.351832	1.20
0.351835	1.60
0.351838	1.40
0.351841	1.20
0.351844	1.10
0.351846	1.50
0.351849	1.60
0.351852	2.50
0.351855	1.10
0.351858	1.20
0.351861	1.50
0.351864	1.10
0.351867	1.30
0.351870	1.40
0.351872	1.20
0.351875	1.50
0.351878	1.10
0.351881	1.60
0.351884	1.70
0.351887	1.40
0.351890	1.40
0.351893	1.70
0.351896	1.40
0.351899	1.60
0.351901	1.20
0.351904	1.40
0.351907	1.60
0.351910	1.70
0.351913	1.80
0.351916	1.80
0.351919	1.20
0.351922	1.40
0.351925	1.20
0.351927	1.60
0.351930	1.00
0.351933	1.10
0.351936	1.00
0.351939	1.30
0.351942	1.40
0.351945	1.30
0.351948	1.80
0.351951	1.60
0.351953	1.40
0.351956	0.80
0.351959	1.70
0.351962	1.70
0.351965	1.90
0.351968	1.50
0.351971	1.50
0.351974	1.70
0.351977	1.80
0.351980	1.90
0.351982	0.90
0.351985	1.20
0.351988	1.20
0.351991	1.20
0.351994	1.90
0.351997	1.10
0.352000	1.50
0.352003	1.20
0.352006	1.60
0.352008	1.60
0.352011	1.40
0.352014	1.40
0.352017	1.20
0.352020	1.60
0.352023	1.50
0.352026	1.40
0.352029	1.50
0.352032	1.20
0.352034	1.50
0.352037	1.10
0.352040	1.60
0.352043	1.40
0.352046	1.50
0.352049	1.60
0.352052	1.80
0.352055	1.30
0.352058	2.10
0.352061	1.60
0.352063	1.70
0.352066	1.60
0.352069	1.80
0.352072	1.90
0.352075	1.50
0.352078	1.60
0.352081	1.50
0.352084	1.70
0.352087	1.40
0.352089	1.80
0.352092	3.80
0.352095	16.60
0.352098	58.00
0.352101	115.50
0.352104	157.00
0.352107	187.30
0.352110	207.90
0.352113	224.80
0.352116	230.30
0.352118	215.80
0.352121	195.70
0.352124	171.80
0.352127	160.10
0.352130	141.10
0.352133	133.60
0.352136	125.10
0.352139	112.00
0.352142	97.40
0.352144	85.30
0.352147	77.70
0.352150	71.20
0.352153	68.30
0.352156	60.90
0.352159	53.80
0.352162	48.00
0.352165	44.00
0.352168	41.70
0.352170	38.40
0.352173	34.20
0.352176	30.50
0.352179	26.80
0.352182	25.30
0.352185	24.40
0.352188	22.40
0.352191	20.40
0.352194	18.50
0.352197	16.70
0.352199	14.70
0.352202	13.40
0.352205	11.80
0.352208	11.50
0.352211	11.20
0.352214	10.10
0.352217	10.80
0.352220	8.40
0.352223	10.00
0.352225	7.20
0.352228	6.80
0.352231	6.60
0.352234	5.90
0.352237	5.40
0.352240	5.50
0.352243	5.80
0.352246	6.10
0.352249	5.90
0.352252	4.70
0.352254	4.50
0.352257	3.80
0.352260	3.20
0.352263	3.30
0.352266	3.00
0.352269	3.40
0.352272	3.20
0.352275	2.90
0.352278	2.90
0.352280	3.10
0.352283	2.50
0.352286	2.60
0.352289	2.30
0.352292	1.70
0.352295	1.90
0.352298	2.10
0.352301	2.20
0.352304	2.20
0.352306	1.80
0.352309	1.80
0.352312	2.30
0.352315	2.10
0.352318	1.70
0.352321	1.50
0.352324	1.80
0.352327	1.90
0.352330	1.90
0.352333	1.80
0.352335	1.50
0.352338	2.20
0.352341	2.00
0.352344	2.10
0.352347	1.30
0.352350	2.10
0.352353	1.50
0.352356	2.10
0.352359	1.10
0.352361	1.70
0.352364	1.40
0.352367	1.30
0.352370	1.30
0.352373	1.30
0.352376	1.20
0.352379	1.60
0.352382	1.60
0.352385	2.10
0.352388	1.60
0.352390	1.80
0.352393	1.30
0.352396	1.80
0.352399	1.00
0.352402	1.70
0.352405	1.40
0.352408	1.70
0.352411	1.60
0.352414	0.90
0.352416	1.60
0.352419	1.70
0.352422	1.50
0.352425	1.50
0.352428	1.20
0.352431	1.60
0.352434	1.60
0.352437	1.80
0.352440	1.70
0.352442	1.90
0.352445	1.60
0.352448	1.60
0.352451	1.20
0.352454	1.60
0.352457	1.30
0.352460	1.60
0.352463	1.20
0.352466	2.20
0.352469	1.20
0.352471	2.40
0.352474	1.70
0.352477	1.60
0.352480	1.60
0.352483	1.10
0.352486	0.80
0.352489	1.40
0.352492	1.30
0.352495	1.60
0.352497	1.60
0.352500	1.10
0.352503	1.30
0.352506	1.60
0.352509	1.40
0.352512	1.50
0.352515	1.80
0.352518	1.00
0.352521	1.50
0.352524	1.10
0.352526	1.30
0.352529	1.60
0.352532	1.70
0.352535	1.50
0.352538	1.50
0.352541	1.30
0.352544	1.30
0.352547	2.10
0.352550	1.00
0.352552	1.10
0.352555	1.60
0.352558	1.60
0.352561	1.90
0.352564	1.40
0.352567	1.20
0.352570	1.10
0.352573	1.10
0.352576	1.40
0.352578	1.70
0.352581	1.40
0.352584	0.80
0.352587	1.10
0.352590	1.50
0.352593	1.40
0.352596	1.40
0.352599	1.30
0.352602	1.50
0.352605	1.20
0.352607	1.60
0.352610	1.50
0.352613	1.60
0.352616	2.20
0.352619	2.00
0.352622	1.60
0.352625	1.40
0.352628	1.90
0.352631	1.40
0.352633	1.20
0.352636	1.10
0.352639	2.00
0.352642	1.90
0.352645	1.40
0.352648	1.40
0.352651	1.30
0.352654	1.30
0.352657	1.40
0.352659	1.60
0.352662	1.30
0.352665	1.30
0.352668	0.90
0.352671	0.90
0.352674	1.50
0.352677	2.10
0.352680	2.00
0.352683	1.80
0.352686	7.60
0.352688	43.10
0.352691	91.70
0.352694	134.20
0.352697	197.30
0.352700	238.60
0.352703	265.50
0.352706	252.10
0.352709	227.00
0.352712	203.00
0.352714	186.80
0.352717	169.60
0.352720	149.80
0.352723	133.30
0.352726	117.70
0.352729	105.00
0.352732	96.60
0.352735	90.50
0.352738	81.70
0.352741	73.10
0.352743	66.70
0.352746	61.20
0.352749	51.70
0.352752	49.00
0.352755	47.60
0.352758	43.60
0.352761	41.10
0.352764	38.00
0.352767	33.20
0.352769	30.40
0.352772	26.80
0.352775	25.00
