Nitrite measurement using Nitric Oxide Analyzer
Peaks are formed when tested solutions are injected into the purge vessel
This data corresponds to peaks from standard test solutions

Time	Voltage
0.352778	23.30
0.352781	20.60
0.352784	18.80
0.352787	17.20
0.352790	17.20
0.352793	16.50
0.352795	14.20
0.352798	12.80
0.352801	11.90
0.352804	12.50
0.352807	11.20
0.352810	10.50
0.352813	9.30
0.352816	8.40
0.352819	7.50
0.352822	7.60
0.352824	6.10
0.352827	5.90
0.352830	6.00
0.352833	6.30
0.352836	5.60
0.352839	4.90
0.352842	5.30
0.352845	4.30
0.352848	4.20
0.352850	4.20
0.352853	4.50
0.352856	3.70
0.352859	3.40
0.352862	3.80
0.352865	2.70
0.352868	2.60
0.352871	2.70
0.352874	2.30
0.352877	1.70
0.352879	2.10
0.352882	2.40
0.352885	2.70
0.352888	2.50
0.352891	2.20
0.352894	2.10
0.352897	2.20
0.352900	2.10
0.352903	2.20
0.352905	1.80
0.352908	1.90
0.352911	2.10
0.352914	1.90
0.352917	1.90
0.352920	1.60
0.352923	1.60
0.352926	2.10
0.352929	1.60
0.352931	1.50
0.352934	1.70
0.352937	1.60
0.352940	2.20
0.352943	1.80
0.352946	2.00
0.352949	1.80
0.352952	1.50
0.352955	1.30
0.352958	1.60
0.352960	1.70
0.352963	1.80
0.352966	1.50
0.352969	1.90
0.352972	1.60
0.352975	1.60
0.352978	1.60
0.352981	1.30
0.352984	1.70
0.352986	1.20
0.352989	1.70
0.352992	1.40
0.352995	1.70
0.352998	1.10
0.353001	1.70
0.353004	1.10
0.353007	1.50
0.353010	1.60
0.353013	1.50
0.353015	1.30
0.353018	1.40
0.353021	1.20
0.353024	1.70
0.353027	1.40
0.353030	1.20
0.353033	0.50
0.353036	1.70
0.353039	1.70
0.353041	1.40
0.353044	1.60
0.353047	1.80
0.353050	1.20
0.353053	1.60
0.353056	1.40
0.353059	1.60
0.353062	1.40
0.353065	1.90
0.353067	1.40
0.353070	1.20
0.353073	1.40
0.353076	1.10
0.353079	1.30
0.353082	1.60
0.353085	1.40
0.353088	1.40
0.353091	1.40
0.353094	1.70
0.353096	1.70
0.353099	1.00
0.353102	1.70
0.353105	1.30
0.353108	1.90
0.353111	1.50
0.353114	1.80
0.353117	1.60
0.353120	1.30
0.353122	1.80
0.353125	1.50
0.353128	1.50
0.353131	2.00
0.353134	1.50
0.353137	1.20
0.353140	0.90
0.353143	1.90
0.353146	1.40
0.353149	1.40
0.353151	1.90
0.353154	1.50
0.353157	2.10
0.353160	1.40
0.353163	1.50
0.353166	1.60
0.353169	1.40
0.353172	1.70
0.353175	1.80
0.353177	1.30
0.353180	1.70
0.353183	1.10
0.353186	1.00
0.353189	1.50
0.353192	1.40
0.353195	1.60
0.353198	1.20
0.353201	1.60
0.353203	2.00
0.353206	1.50
0.353209	1.40
0.353212	1.70
0.353215	1.90
0.353218	1.60
0.353221	1.70
0.353224	1.40
0.353227	2.10
0.353230	6.00
0.353232	41.60
0.353235	115.00
0.353238	146.40
0.353241	182.30
0.353244	238.70
0.353247	262.70
0.353250	246.60
0.353253	215.30
0.353256	199.00
0.353258	191.40
0.353261	174.70
0.353264	154.50
0.353267	139.90
0.353270	123.20
0.353273	109.20
0.353276	99.60
0.353279	92.20
0.353282	81.80
0.353284	73.50
0.353287	66.00
0.353290	58.80
0.353293	53.20
0.353296	53.30
0.353299	52.40
0.353302	46.40
0.353305	40.90
0.353308	36.10
0.353311	30.20
0.353313	28.70
0.353316	24.70
0.353319	22.90
0.353322	21.20
0.353325	18.40
0.353328	18.20
0.353331	16.70
0.353334	16.50
0.353337	13.90
0.353339	12.30
0.353342	12.20
0.353345	10.90
0.353348	10.20
0.353351	9.50
0.353354	8.70
0.353357	8.00
0.353360	7.40
0.353363	6.60
0.353366	5.40
0.353368	6.30
0.353371	5.10
0.353374	4.70
0.353377	5.10
0.353380	3.90
0.353383	4.30
0.353386	3.80
0.353389	3.70
0.353392	3.60
0.353394	3.20
0.353397	3.10
0.353400	3.20
0.353403	3.60
0.353406	3.20
0.353409	2.60
0.353412	2.70
0.353415	2.30
0.353418	2.70
0.353420	2.10
0.353423	2.10
0.353426	2.60
0.353429	2.10
0.353432	1.70
0.353435	2.80
0.353438	2.40
0.353441	2.00
0.353444	2.30
0.353447	1.80
0.353449	2.20
0.353452	2.30
0.353455	1.70
0.353458	1.60
0.353461	1.80
0.353464	1.60
0.353467	1.60
0.353470	2.20
0.353473	1.60
0.353475	2.30
0.353478	1.30
0.353481	1.90
0.353484	1.60
0.353487	1.20
0.353490	1.80
0.353493	1.40
0.353496	1.70
0.353499	2.30
0.353502	2.20
0.353504	2.20
0.353507	1.90
0.353510	1.30
0.353513	1.40
0.353516	1.60
0.353519	1.50
0.353522	1.60
0.353525	1.50
0.353528	1.50
0.353530	1.50
0.353533	2.00
0.353536	1.60
0.353539	1.20
0.353542	1.40
0.353545	1.70
0.353548	1.80
0.353551	1.50
0.353554	2.20
0.353556	1.90
0.353559	1.40
0.353562	1.00
0.353565	1.40
0.353568	1.60
0.353571	1.70
0.353574	1.40
0.353577	1.80
0.353580	1.80
0.353583	1.50
0.353585	1.40
0.353588	1.80
0.353591	1.50
0.353594	1.50
0.353597	1.80
0.353600	2.00
0.353603	1.30
0.353606	1.70
0.353609	1.40
0.353611	1.90
0.353614	2.50
0.353617	1.80
0.353620	2.10
0.353623	2.10
0.353626	2.00
0.353629	1.70
0.353632	1.10
0.353635	1.70
0.353638	1.50
0.353640	1.60
0.353643	1.40
0.353646	1.90
0.353649	1.20
0.353652	1.40
0.353655	1.60
0.353658	1.40
0.353661	1.60
0.353664	1.90
0.353666	1.70
0.353669	1.20
0.353672	1.60
0.353675	1.80
0.353678	2.00
0.353681	1.30
0.353684	1.40
0.353687	1.20
0.353690	1.30
0.353692	1.10
0.353695	1.50
0.353698	1.20
0.353701	1.40
0.353704	1.20
0.353707	1.70
0.353710	1.00
0.353713	1.70
0.353716	1.70
0.353719	1.80
0.353721	1.80
0.353724	1.70
0.353727	1.30
0.353730	2.50
0.353733	1.80
0.353736	1.60
0.353739	1.50
0.353742	1.30
0.353745	1.50
0.353747	1.30
0.353750	1.40
0.353753	1.70
0.353756	1.40
0.353759	1.80
0.353762	1.90
0.353765	1.50
0.353768	1.60
0.353771	1.40
0.353774	1.10
0.353776	2.00
0.353779	1.40
0.353782	1.60
0.353785	1.20
0.353788	1.20
0.353791	1.50
0.353794	1.10
0.353797	1.60
0.353800	1.50
0.353802	1.80
0.353805	1.10
0.353808	1.30
0.353811	1.60
0.353814	1.20
0.353817	1.70
0.353820	1.30
0.353823	2.00
0.353826	1.60
0.353828	2.10
0.353831	1.50
0.353834	0.80
0.353837	1.70
0.353840	1.90
0.353843	1.30
0.353846	1.70
0.353849	1.60
0.353852	1.80
0.353855	1.00
0.353857	1.40
0.353860	1.50
0.353863	1.50
0.353866	1.30
0.353869	1.20
0.353872	2.00
0.353875	1.50
0.353878	1.40
0.353881	1.60
0.353883	2.00
0.353886	1.70
0.353889	1.80
0.353892	1.60
0.353895	1.70
0.353898	1.40
0.353901	1.70
0.353904	1.70
0.353907	1.50
0.353909	1.40
0.353912	1.50
0.353915	1.80
0.353918	1.60
0.353921	1.70
0.353924	1.40
0.353927	1.30
0.353930	1.70
0.353933	2.10
0.353936	1.30
0.353938	1.50
0.353941	1.80
0.353944	1.60
0.353947	1.80
0.353950	1.90
0.353953	1.30
0.353956	1.20
0.353959	1.10
0.353962	1.50
0.353964	1.50
0.353967	2.10
0.353970	1.30
0.353973	1.10
0.353976	1.60
0.353979	2.10
0.353982	1.00
0.353985	1.10
0.353988	1.70
0.353991	1.80
0.353993	1.00
0.353996	1.00
0.353999	1.00
0.354002	1.10
0.354005	1.80
0.354008	1.30
0.354011	1.50
0.354014	1.90
0.354017	1.80
0.354019	2.30
0.354022	1.90
0.354025	1.80
0.354028	1.70
0.354031	1.80
0.354034	1.90
0.354037	1.70
0.354040	1.80
0.354043	1.40
0.354045	1.30
0.354048	2.10
0.354051	1.70
0.354054	1.30
0.354057	1.50
0.354060	1.60
0.354063	1.60
0.354066	1.30
0.354069	1.60
0.354072	1.40
0.354074	1.70
0.354077	1.60
0.354080	0.80
0.354083	1.40
0.354086	1.60
0.354089	1.40
0.354092	1.40
0.354095	1.20
0.354098	1.80
0.354100	1.40
0.354103	1.40
0.354106	1.30
0.354109	1.50
0.354112	1.10
0.354115	1.30
0.354118	1.20
0.354121	1.80
0.354124	1.60
0.354127	1.40
0.354129	1.30
0.354132	1.80
0.354135	1.30
0.354138	1.10
0.354141	1.40
0.354144	1.60
0.354147	1.40
0.354150	1.50
0.354153	1.70
0.354155	1.80
0.354158	1.40
0.354161	1.60
0.354164	1.70
0.354167	1.60
0.354170	1.00
0.354173	1.50
0.354176	1.30
0.354179	2.00
0.354181	1.40
0.354184	1.60
0.354187	1.60
0.354190	1.70
0.354193	1.40
0.354196	1.50
0.354199	1.90
0.354202	1.90
0.354205	1.80
0.354208	1.40
0.354210	1.80
0.354213	1.20
0.354216	1.60
0.354219	1.60
0.354222	1.70
0.354225	1.40
0.354228	1.30
0.354231	1.90
0.354234	1.10
0.354236	1.80
0.354239	1.40
0.354242	1.90
0.354245	1.50
0.354248	1.50
0.354251	1.80
0.354254	1.50
0.354257	1.50
0.354260	1.10
0.354263	2.10
0.354265	2.00
0.354268	1.90
0.354271	1.30
0.354274	1.50
0.354277	1.50
0.354280	1.20
0.354283	1.70
0.354286	1.90
0.354289	1.00
0.354291	1.50
0.354294	1.10
0.354297	1.50
0.354300	1.70
0.354303	1.60
0.354306	1.10
0.354309	1.10
0.354312	1.70
0.354315	1.50
0.354317	1.30
0.354320	1.50
0.354323	1.50
0.354326	1.40
0.354329	2.10
0.354332	1.30
0.354335	1.60
0.354338	1.80
0.354341	2.00
0.354344	1.00
0.354346	1.60
0.354349	1.20
0.354352	1.40
0.354355	1.90
0.354358	1.40
0.354361	1.50
0.354364	2.10
0.354367	1.40
0.354370	1.40
0.354372	1.40
0.354375	1.50
0.354378	1.70
0.354381	1.90
0.354384	1.20
0.354387	1.50
0.354390	1.70
0.354393	2.50
0.354396	1.40
0.354399	1.70
0.354401	1.80
0.354404	1.50
0.354407	1.90
0.354410	1.10
0.354413	1.90
0.354416	1.70
0.354419	1.40
0.354422	1.50
0.354425	1.80
