Wavenumber	Intensity
nm	a. u.
1992	1532.05196071429
1990	1544.74943895238
1988	1516.07208666667
1986	1497.10912757143
1984	1510.02651552381
1982	1530.30811152381
1980	1519.62889014286
1978	1532.940343
1976	1540.37803061905
1974	1537.55989838095
1972	1550.91368042857
1970	1591.18380571429
1968	1589.99296780952
1966	1582.16999204762
1964	1578.10930080952
1962	1560.79365980952
1960	1555.96698180952
1958	1574.66191661905
1956	1584.13962666667
1954	1581.43312552381
1952	1586.40009861905
1950	1585.01682957143
1948	1603.15410352381
1946	1604.75761933333
1944	1608.78662680952
1942	1601.83586914286
1940	1607.30155333333
1938	1598.61832633333
1936	1597.67714728571
1934	1574.81211314286
1932	1561.88806166667
1930	1558.27142157143
1928	1585.07755461905
1926	1600.3639282381
1924	1603.22044485714
1922	1591.4388047619
1920	1599.38273409524
1918	1594.084866
1916	1602.32940409524
1914	1611.02088642857
1912	1617.65777123809
1910	1630.12622785714
1908	1656.51487519048
1906	1647.65697709524
1904	1645.1287347619
1902	1631.69573366667
1900	1616.9576742381
1898	1630.34201204762
1896	1672.9286312381
1894	1682.7323637619
1892	1697.94422395238
1890	1658.31846266667
1888	1636.75759080952
1886	1640.16140514286
1884	1653.37657271429
1882	1652.44422928571
1880	1672.56975595238
1878	1665.48167104762
1876	1692.33809404762
1874	1716.38893119048
1872	1702.78797271429
1870	1685.36877571429
1868	1692.21130585714
1866	1700.65591471429
1864	1719.38096671429
1862	1715.83806566667
1860	1707.56935442857
1858	1688.68651928571
1856	1676.352128
1854	1668.97840842857
1852	1668.44256457143
1850	1677.320814
1848	1687.63200485714
1846	1707.39574909524
1844	1712.17765714286
1842	1729.03834428571
1840	1743.06399352381
1838	1747.61334052381
1836	1719.43702547619
1834	1692.43560880952
1832	1682.86046961905
1830	1706.34119428571
1828	1738.09682214286
1826	1750.53476714286
1824	1757.86007366667
1822	1730.41721871429
1820	1711.5480717619
1818	1719.39779942857
1816	1759.10785790476
1814	1774.7786707619
1812	1796.21261938095
1810	1776.54905604762
1808	1765.03116138095
1806	1758.32701366667
1804	1773.78419219048
1802	1786.30401957143
1800	1792.84800342857
1798	1773.32815647619
1796	1767.49269447619
1794	1739.78799466667
1792	1734.97404957143
1790	1743.55492133333
1788	1768.73083028571
1786	1783.41912809524
1784	1793.00764819048
1782	1790.849634
1780	1801.75337780952
1778	1803.40092052381
1776	1824.31070095238
1774	1817.55810190476
1772	1815.32619604762
1770	1829.6218772381
1768	1843.91121119048
1766	1865.91877238095
1764	1872.51722280952
1762	1867.43347828571
1760	1857.50692928571
1758	1862.07544452381
1756	1849.689636
1754	1855.96543090476
1752	1849.29684347619
1750	1854.76490704762
1748	1843.17122961905
1746	1854.16810728571
1744	1852.68394871429
1742	1872.8575757619
1740	1869.18029538095
1738	1874.2789547619
1736	1878.6336562381
1734	1883.07019066667
1732	1867.97308357143
1730	1873.17688057143
1728	1869.65579609524
1726	1874.6109867619
1724	1888.3219057619
1722	1873.06427380952
1720	1869.06822233333
1718	1881.043894
1716	1889.36844138095
1714	1898.23265361905
1712	1921.06200604762
1710	1923.24986204762
1708	1924.56203109524
1706	1906.61218066667
1704	1886.99441733333
1702	1886.16060242857
1700	1909.51579095238
1698	1932.09484942857
1696	1948.38176090476
1694	1944.31068780952
1692	1948.59037757143
1690	1940.61406757143
1688	1951.05820038095
1686	1955.16517080952
1684	1961.23563533333
1682	1961.79528609524
1680	1968.39518285714
1678	1976.58464633333
1676	2010.41497014286
1674	2022.17103790476
1672	2016.89332128571
1670	1997.152
1668	1985.45713238095
1666	1990.07159347619
1664	2025.11533142857
1662	2064.38488933333
1660	2121.06147109524
1658	2170.57779861905
1656	2223.06327342857
1654	2250.04284966667
1652	2274.24573828571
1650	2276.40104566667
1648	2269.82548161905
1646	2233.04140909524
1644	2191.26264138095
1642	2132.9049827619
1640	2095.01506466667
1638	2057.57414433333
1636	2047.65171304762
1634	2060.00743114286
1632	2078.51809280952
1630	2104.34855014286
1628	2133.25891819048
1626	2149.8463127619
1624	2188.73846042857
1622	2224.84657028571
1620	2263.25245038095
1618	2349.292687
1616	2462.11858428571
1614	2579.80909571429
1612	2705.1688132381
1610	2690.03223628571
1608	2869.63601004762
1606	3470.1152827619
1604	3797.99698671429
1602	3846.62272928571
1600	3653.97646585714
1598	3238.62316209524
1596	3059.89548766667
1594	3286.35167904762
1592	3310.39572104762
1590	3278.91392490476
1588	3222.28552561905
1586	3237.46179009524
1584	3324.87763957143
1582	3462.29120338095
1580	3592.23639519048
1578	3622.32221266667
1576	3514.90338828571
1574	3325.00563133333
1572	3072.98944742857
1570	2843.02579690476
1568	2677.7163277619
1566	2553.938651
1564	2482.72494614286
1562	2433.75450461905
1560	2396.312484
1558	2377.03701961905
1556	2376.65005880952
1554	2384.24982671429
1552	2406.94141952381
1550	2433.46734247619
1548	2454.14142638095
1546	2475.61588661905
1544	2510.90175109524
1542	2540.24506519048
1540	2573.7497252381
1538	2626.03825719048
1536	2657.39124380952
1534	2691.2091197619
1532	2746.99447580952
1530	2787.2223822381
1528	2862.45553395238
1526	2984.44392990476
1524	3079.91425895238
1522	3149.06613719048
1520	3192.69997271429
1518	3153.69628485714
1516	3096.25766042857
1514	3033.71275380952
1512	2943.30121361905
1510	2850.33545885714
1508	2765.6527767619
1506	2684.47088104762
1504	2621.17888861905
1502	2583.93208723809
1500	2552.03360319048
1498	2520.30325242857
1496	2508.98765704762
1494	2476.2927582381
1492	2472.20817447619
1490	2492.05645333333
1488	2531.30363114286
1486	2579.2650847619
1484	2662.4298997619
1482	2707.25274909524
1480	2751.27237480952
1478	2800.61330271429
1476	2849.45882119048
1474	2890.90011504762
1472	2977.59942138095
1470	3102.26520542857
1468	3182.90434271429
1466	3249.26883442857
1464	3229.36783695238
1462	3148.62587085714
1460	3080.334844
1458	3063.48980980952
1456	3011.59562585714
1454	2973.25770342857
1452	2914.77446928571
1450	2881.59743642857
1448	2874.14904
1446	2915.76137495238
1444	2946.22894714286
1442	2931.96171909524
1440	2892.27757638095
1438	2866.58176671429
1436	2818.16260847619
1434	2786.84026
1432	2766.09369852381
1430	2696.70818442857
1428	2645.14767161905
1426	2621.52598438095
1424	2565.30951490476
1422	2522.79034447619
1420	2461.06953633333
1418	2395.8998932381
1416	2366.51521638095
1414	2371.53324514286
1412	2385.72490604762
1410	2413.7762197619
1408	2411.94924538095
1406	2407.83753804762
1404	2408.76261471429
1402	2404.72207661905
1400	2417.19152
1398	2411.98414419048
1396	2381.64593547619
1394	2356.45238604762
1392	2369.87591590476
1390	2407.02710671429
1388	2481.53061485714
1386	2554.90442652381
1384	2606.30598971429
1382	2647.97824995238
1380	2683.62950066667
1378	2753.05354742857
1376	2836.8825112381
1374	2937.62620509524
1372	3055.45690266667
1370	3158.94430204762
1368	3235.70201757143
1366	3276.55406823809
1364	3270.49371828571
1362	3255.86739423809
1360	3250.31031790476
1358	3246.85560138095
1356	3297.86569071429
1354	3324.03688528571
1352	3442.31963890476
1350	3640.10476838095
1348	3946.24781514286
1346	4322.77486561905
1344	4808.39751557143
1342	5292.41077642857
1340	5780.48303842857
1338	6128.68430652381
1336	6292.22277414286
1334	6160.86119085714
1332	5795.7207977619
1330	5290.69151690476
1328	4759.426139
1326	4302.73010742857
1324	4001.83934666667
1322	3809.13837695238
1320	3651.48334761905
1318	3534.05828723809
1316	3450.53971161905
1314	3388.17458242857
1312	3338.356041
1310	3307.10408890476
1308	3247.06075342857
1306	3227.00974380952
1304	3252.57601290476
1302	3279.31744957143
1300	3306.42827195238
1298	3322.09285009524
1296	3300.85920871429
1294	3260.35370880952
1292	3218.82936457143
1290	3144.32249057143
1288	3099.24351942857
1286	3046.67163661905
1284	2996.41627647619
1282	2993.4167557619
1280	3072.29962157143
1278	3168.02625909524
1276	3263.51432147619
1274	3306.96486823809
1272	3279.47153438095
1270	3249.13938976191
1268	3211.55261042857
1266	3221.36977438095
1264	3233.55660528571
1262	3244.24792457143
1260	3216.31127823809
1258	3146.41047214286
1256	3030.89010447619
1254	2939.54198747619
1252	2845.27436995238
1250	2788.5835887619
1248	2750.33857857143
1246	2732.57742619048
1244	2747.09762319048
1242	2750.02575419048
1240	2756.349652
1238	2824.29361604762
1236	2944.72039642857
1234	3124.59328828571
1232	3290.68617642857
1230	3334.96284785714
1228	3265.10445885714
1226	3095.48213042857
1224	2897.86376247619
1222	2763.29438761905
1220	2691.99948957143
1218	2672.9111027619
1216	2713.43528895238
1214	2733.15832980952
1212	2738.16880795238
1210	2787.98507104762
1208	2871.21903842857
1206	3014.10322557143
1204	3229.57001795238
1202	3430.26665538095
1200	3568.36261895238
1198	3621.07959066667
1196	3585.32411457143
1194	3477.3522392381
1192	3353.95579919048
1190	3207.31999457143
1188	3097.75884990476
1186	3011.18756990476
1184	2956.45420757143
1182	2895.5802297619
1180	2829.47087114286
1178	2751.31277519048
1176	2701.36612452381
1174	2668.73729452381
1172	2655.1657987619
1170	2646.79677419048
1168	2681.02107704762
1166	2726.0420097619
1164	2746.00649780952
1162	2770.09231442857
1160	2775.25956357143
1158	2739.396931
1156	2709.59132042857
1154	2641.79374066667
1152	2566.86058780952
1150	2506.6886767619
1148	2484.16493538095
1146	2480.23255052381
1144	2463.18452547619
1142	2448.92288466667
1140	2443.1909492381
1138	2428.6495402381
1136	2444.04958190476
1134	2466.08273414286
1132	2481.67901166667
1130	2524.98291057143
1128	2581.77814490476
1126	2644.05176966667
1124	2682.13411371429
1122	2661.51130604762
1120	2622.20216214286
1118	2582.04649561905
1116	2569.50880338095
1114	2612.27922271429
1112	2688.94148595238
1110	2777.23633395238
1108	2871.41490971429
1106	2954.26833204762
1104	2989.85758809524
1102	2995.73147928571
1100	2975.73217361905
1098	2950.71263819048
1096	2939.8576582381
1094	2964.56771071428
1092	2987.64087866667
1090	3019.92585561905
1088	3031.45465433333
1086	3012.1667827619
1084	2955.47986552381
1082	2850.90489147619
1080	2723.06899395238
1078	2634.3858102381
1076	2565.46510919048
1074	2535.39569957143
1072	2528.58240123809
1070	2506.95121957143
1068	2494.78933204762
1066	2497.81786933333
1064	2506.01635495238
1062	2505.53903447619
1060	2529.24782661905
1058	2531.66762604762
1056	2523.13976733333
1054	2518.43662395238
1052	2523.82294071429
1050	2506.3301102381
1048	2491.58254985714
1046	2451.98305080952
1044	2414.07013061905
1042	2391.37054557143
1040	2386.47382780952
1038	2411.90258704762
1036	2444.41832280952
1034	2473.51160328571
1032	2511.96342995238
1030	2548.07164719048
1028	2588.48885457143
1026	2665.04311966667
1024	2736.37982842857
1022	2764.69218357143
1020	2771.33675904762
1018	2725.9814387619
1016	2638.94980138095
1014	2563.49300695238
1012	2500.73685595238
1010	2429.8293652381
1008	2379.55770614286
1006	2364.52928990476
1004	2356.40287852381
1002	2373.62086685714
1000	2408.68000552381
998	2403.46040109524
996	2380.62303723809
994	2373.26003780952
992	2362.05183509524
990	2365.72430957143
988	2400.06473785714
986	2415.2389187619
984	2428.79069852381
982	2427.33044733333
980	2450.61078161905
978	2469.56030519048
976	2509.65396057143
974	2537.2073992381
972	2539.25887271429
970	2547.65104085714
968	2562.47622361905
966	2571.25691257143
964	2601.79043257143
962	2641.66387914286
960	2685.41662104762
958	2740.55941647619
956	2774.36464680952
954	2802.7036287619
952	2828.25656171429
950	2845.77108542857
948	2846.13991433333
946	2805.61908928571
944	2747.42779209524
942	2696.13386195238
940	2674.1348762381
938	2676.63876990476
936	2679.37729090476
934	2684.11023061905
932	2687.9174567619
930	2663.84005590476
928	2644.43464352381
926	2659.58522814286
924	2652.12811690476
922	2666.70969138095
920	2665.75738519048
918	2631.05150995238
916	2607.26235685714
914	2598.81504123809
912	2588.58402814286
910	2588.00350180952
908	2571.22997166667
906	2561.83632580952
904	2549.22734771429
902	2519.63712114286
900	2506.20634895238
898	2506.36430638095
896	2524.05976971429
894	2528.14094028571
892	2546.25632452381
890	2538.11711109524
888	2508.04479395238
886	2475.24354504762
884	2469.83345295238
882	2450.956332
880	2467.61172485714
878	2489.28478157143
876	2500.42370419048
874	2501.25075895238
872	2519.933042
870	2509.77358857143
868	2500.55696623809
866	2506.92578438095
864	2510.64464114286
862	2511.679644
860	2545.89653971429
858	2540.13512352381
856	2533.35595609524
854	2542.72868904762
852	2541.26802690476
850	2538.11411680952
848	2565.1011637619
846	2564.73039095238
844	2573.97000247619
842	2583.28938880952
840	2594.31560038095
838	2619.28119371429
836	2632.13199747619
834	2631.46591942857
832	2624.93417633333
830	2614.73075090476
828	2619.73521285714
826	2615.0839897619
824	2621.21414761905
822	2623.49074704762
820	2618.06050338095
818	2609.6071732381
816	2633.76850833333
814	2649.98367466667
812	2689.46291838095
810	2721.71829366667
808	2737.20255109524
806	2690.35590185714
804	2671.65025642857
802	2651.4401437619
800	2634.2577487619
798	2655.31670314286
796	2686.18786547619
794	2690.78631361905
792	2687.92538885714
790	2652.33657385714
788	2618.06653361905
786	2603.95974709524
784	2624.32068104762
782	2676.77468033333
780	2782.64973652381
778	2876.10901042857
776	2971.43019814286
774	3007.11747590476
772	3010.08727033333
770	2962.83391495238
768	2950.37052380952
766	2942.548292
764	2920.1547317619
762	2897.44019419048
760	2897.53935295238
758	2888.02424742857
756	2909.78833571429
754	2955.24038528571
752	2956.95008085714
750	2950.80805157143
748	2926.94024428571
746	2858.94665809524
744	2799.13858038095
742	2762.20758433333
740	2748.37180557143
738	2758.62500780952
736	2759.7544192381
734	2729.33939485714
732	2703.13409095238
730	2680.7934502381
728	2668.62168014286
726	2688.82452947619
724	2708.8805087619
722	2727.98827080952
720	2762.72789633333
718	2768.30731028571
716	2745.30974123809
714	2735.84818042857
712	2709.490082
710	2723.47585357143
708	2773.69402052381
706	2791.07819680952
704	2799.14338571429
702	2783.73576747619
700	2760.97821514286
698	2769.69611357143
696	2792.08953409524
694	2796.17960157143
692	2811.59385171429
690	2831.2547322381
688	2855.75627666667
686	2883.38340028571
684	2920.00472914286
682	2925.087547
680	2919.52070190476
678	2909.44045014286
676	2865.33732557143
674	2837.41768628571
672	2827.17182619048
670	2820.93690928571
668	2816.11473771429
666	2821.97062966667
664	2827.20578638095
662	2849.83462719048
660	2867.27571942857
658	2871.19835747619
656	2866.18726728571
654	2867.89983642857
652	2868.17424666667
650	2879.57897571429
648	2894.69944419048
646	2890.53371604762
644	2907.93242142857
642	2953.4812327619
640	3008.51223938095
638	3097.94172657143
636	3205.56104161905
634	3311.97995152381
632	3398.46349309524
630	3486.77218080952
628	3495.90021233333
626	3451.49940185714
624	3345.50389409524
622	3206.61678361905
620	3097.314071
618	3046.05131738095
616	3022.31942233333
614	3020.06971504762
