723.718	41021
724.118	40848
724.561	40775
724.96	40835
725.403	40783
725.801	40612
726.244	40721
726.641	40614
727.083	40231
727.48	40250
727.921	40252
728.362	40217
728.758	40208
729.199	39885
729.594	39792
730.034	39740
730.429	39786
730.868	39726
731.263	39756
731.701	39671
732.095	39623
732.533	39662
732.926	39501
733.363	39396
733.756	39431
734.193	39326
734.585	39242
735.021	39120
735.457	39116
735.848	39269
736.283	39188
736.674	39031
737.109	38911
737.499	38896
737.933	38994
738.323	39022
738.756	39114
739.145	39067
739.578	38821
739.967	38858
740.399	38908
740.787	38856
741.218	38690
741.649	38866
742.037	38750
742.467	38892
742.854	39026
743.284	39115
743.671	38917
744.1	38798
744.486	38783
744.914	38707
745.3	38692
745.728	38553
746.113	38481
746.54	38269
746.924	38221
747.351	38493
747.735	38292
748.161	38002
748.587	37986
748.97	38081
749.395	38085
749.778	37748
750.202	37694
750.584	37748
751.008	37605
751.39	37546
751.813	37497
752.194	37478
752.617	37445
752.998	37516
753.42	37393
753.8	37171
754.221	37248
754.643	37305
755.022	37266
755.443	37311
755.821	37231
756.241	37023
756.619	37062
757.039	36952
757.417	36918
757.836	36790
758.213	36807
758.631	36898
759.007	36854
759.425	36893
759.801	36861
760.219	36844
760.594	36652
761.011	36543
761.427	36498
761.802	36465
762.218	36572
762.592	36446
763.007	36319
763.38	36286
763.795	36301
764.168	36211
764.582	36157
764.955	36153
765.368	36295
765.74	36228
766.153	36219
766.525	35972
766.937	36314
767.349	36187
767.72	36063
768.131	35893
768.502	35961
768.913	35911
769.282	35993
769.693	35928
770.062	36015
770.472	35755
770.84	35936
771.249	35729
771.618	35723
772.026	35814
772.394	35948
772.802	35615
773.169	35595
773.577	35727
773.984	35699
774.35	35788
774.757	35695
775.123	35624
775.529	35624
775.894	35583
776.3	35596
776.664	35766
777.069	35611
777.434	35575
777.838	35332
778.202	35448
778.606	35443
778.969	35395
779.372	35465
779.775	35478
780.138	35379
780.54	35344
780.902	35372
781.304	35236
781.666	35154
782.067	35274
782.428	35262
782.829	35146
783.189	35103
783.59	34985
783.95	34918
784.349	34974
784.709	34905
785.108	34964
785.467	34939
785.866	34630
786.264	34871
786.622	35063
787.02	34895
787.378	34681
787.775	34899
788.132	34836
788.529	34851
788.885	34826
789.281	34481
789.638	34772
790.033	34786
790.389	34759
790.784	34554
791.139	34682
791.534	34530
791.928	34673
792.282	34455
792.676	34395
793.03	34609
793.423	34454
793.777	34414
794.169	34521
794.522	34450
794.914	34278
795.267	34185
795.658	34302
796.01	34232
796.401	34281
796.753	34195
797.143	34053
797.533	34004
797.884	34001
798.274	33991
798.624	34060
