Magnetic Field	ODEPR Signal
Tesla	
12490	-1.86880485288749E-4
12500	-2.29372964409019E-4
12510	-3.10787183695516E-4
12520	-3.62155916080406E-4
12530	-4.04686894126829E-4
12540	-4.54419400583576E-4
12550	-5.35355159005974E-4
12560	-5.89963932865118E-4
12570	-6.23561354152868E-4
12580	-6.38835430977233E-4
12590	-6.70037105333801E-4
12600	-6.92608473355624E-4
12610	-7.15193657883084E-4
12620	-7.47196047481229E-4
12630	-7.478597886518E-4
12640	-7.61676341639842E-4
12650	-7.54389849899875E-4
12660	-7.66343059414386E-4
12670	-7.70914426872421E-4
12680	-7.7947392804797E-4
12690	-7.6672825010972E-4
12700	-7.66882778227754E-4
12710	-7.64893588578452E-4
12720	-7.72693762233177E-4
12730	-7.78506334728347E-4
12740	-7.91806360488488E-4
12750	-7.80354021406114E-4
12760	-7.91667618445214E-4
12770	-7.79740775632707E-4
12780	-8.09874427228729E-4
12790	-8.25509662059473E-4
12800	-8.31755635221586E-4
12810	-8.42001083256842E-4
12820	-8.53097089383721E-4
12830	-8.98063003482634E-4
12840	-9.16664304597589E-4
12850	-9.28314176971774E-4
12860	-9.68332018275757E-4
12870	-9.90962590205214E-4
12880	-0.00102165990601649
12890	-0.00103840948263351
12900	-0.00105793197820062
12910	-0.00105843122490534
12920	-0.00109456709960679
12930	-0.00110874270504344
12940	-0.0011110926766575
12950	-0.00111529172241523
12960	-0.0011293112322544
12970	-0.00112382299236444
12980	-0.0011296524294019
12990	-0.00113090974920534
13000	-0.00113982914700831
13010	-0.00114164300191669
13020	-0.00111374303945848
13030	-0.00114430465789373
13040	-0.00115083154639907
13050	-0.00114611076522284
13060	-0.00114518472696651
13070	-0.00115142334429208
13080	-0.00114134207866029
13090	-0.0011399989645149
13100	-0.00112903405754329
13110	-0.00112114063150001
13120	-0.00110815037706761
13130	-0.0010954039996615
13140	-0.001092980182493
13150	-0.00108531851687023
13160	-0.00106124838631556
13170	-0.00102616062512106
13180	-0.00101415392268841
13190	-9.88134138191892E-4
13200	-9.91187887501968E-4
13210	-9.9877727215958E-4
13220	-9.7981808812536E-4
13230	-9.70854054006281E-4
13240	-9.61079050949778E-4
13250	-9.54394771081343E-4
13260	-9.54578953219127E-4
13270	-9.58558711293856E-4
13280	-9.51072905351738E-4
13290	-9.35269030303266E-4
13300	-9.17060926973973E-4
13310	-9.14278041352114E-4
13320	-9.12839969407745E-4
13330	-9.0597038666749E-4
13340	-9.05626755565734E-4
13350	-9.15579621737893E-4
13360	-9.07598165854561E-4
13370	-9.15883948815245E-4
13380	-9.0284067340467E-4
13390	-8.93293190303953E-4
13400	-8.94937670492499E-4
13410	-9.14462550390659E-4
13420	-9.25102458094599E-4
13430	-9.1574850910922E-4
13440	-9.03815133423469E-4
13450	-9.36361745595826E-4
13460	-9.50530855378166E-4
13470	-9.57200440954931E-4
13480	-9.69936778256701E-4
13490	-9.94902930091357E-4
13500	-0.00101111717795257
13510	-0.00101252077080103
13520	-0.00101194875427824
13530	-0.001017141757521
13540	-0.00102045847751571
13550	-0.00102970308591859
13560	-0.00103487473766362
13570	-0.00102091791059912
13580	-0.00102667379723338
13590	-0.00105190830880878
13600	-0.00104951171945871
13610	-0.00107353137962992
13620	-0.00107888870075046
13630	-0.00106990244662693
13640	-0.00106346354301894
13650	-0.00104899422757058
13660	-0.0011079775739218
13670	-0.00110411608063227
13680	-0.00111135916187078
13690	-0.00111924425238841
13700	-0.00113091834949479
13710	-0.00114788555648763
13720	-0.00116355047676013
13730	-0.00115928895707831
13740	-0.00115868383319228
13750	-0.0011608050795077
13760	-0.00114704942994173
13770	-0.00117249644849879
13780	-0.00115916285868842
13790	-0.00116923686242664
13800	-0.00117756289756455
13810	-0.00117036524142307
13820	-0.00115505434272447
13830	-0.00116751680392783
13840	-0.00118962671050907
13850	-0.0011699555806464
13860	-0.00116600952709895
13870	-0.00115694677470266
13880	-0.00116495814094662
13890	-0.00117098479049491
13900	-0.00117509476431428
13910	-0.00117443420680796
13920	-0.00117483138765533
13930	-0.00115852448396793
13940	-0.00117016311913521
13950	-0.00116514405459265
13960	-0.0011512333158414
13970	-0.00115396457837119
13980	-0.00116444089366673
13990	-0.00115065386811672
14000	-0.0011299466661007
14010	-0.00114242236339995
14020	-0.00114189837543333
14030	-0.00113726401380202
14040	-0.00114323438407481
14050	-0.00113778929399177
14060	-0.00115339977778301
14070	-0.00114859195597562
14080	-0.00114878112899635
14090	-0.00114553960265159
14100	-0.00114187994681098
14110	-0.00112529351544947
14120	-0.00113467121996745
14130	-0.0011348528312445
14140	-0.00114554096903779
14150	-0.00115162442707671
14160	-0.0011530756945775
14170	-0.00116370426977495
14180	-0.00114373285162641
14190	-0.00115869607262181
14200	-0.00115646556345173
14210	-0.00116936476696529
14220	-0.00116022350079078
14230	-0.00117723475757648
14240	-0.001183022020375
14250	-0.00116989444333385
14260	-0.00118348341115342
14270	-0.00116885032983059
14280	-0.00116275946416828
14290	-0.00117962121729434
14300	-0.00116632177734526
14310	-0.00118252680368441
14320	-0.0011716981798482
14330	-0.00117769316823761
14340	-0.00118016078915571
14350	-0.00118043645150174
14360	-0.00117712492335729
14370	-0.00117134498480663
14380	-0.001147012073811
14390	-0.0011731969389345
14400	-0.00116827816445311
14410	-0.00117334015273792
14420	-0.00116199983058441
14430	-0.00115063774296858
14440	-0.00116474958500336
14450	-0.0011560710027521
14460	-0.00115966063081742
14470	-0.00115000756670147
14480	-0.00113472548751074
14490	-0.00114781416558614
14500	-0.00115449783223999
14510	-0.00115272922171446
14520	-0.00115735549384226
14530	-0.0011546512980747
14540	-0.00115877319098412
14550	-0.00116778077448529
14560	-0.00117469585508324
14570	-0.00116716992301506
14580	-0.00114128173053192
14590	-0.00115858592486883
14600	-0.00115499810505072
14610	-0.00116113512406718
14620	-0.00116043321570763
14630	-0.00116577482354074
14640	-0.00118241438542197
14650	-0.00116983819599785
14660	-0.00117113174696973
14670	-0.00118944497961375
14680	-0.0011801104578783
14690	-0.00117903920157517
14700	-0.00118204255906562
14710	-0.00120070351075313
14720	-0.00120272077556032
14730	-0.00119419936135046
14740	-0.00118335865885128
14750	-0.00118675171881629
14760	-0.00118342821063606
14770	-0.0011657372000035
14780	-0.00118874025399052
14790	-0.00119036761309386
14800	-0.00120113614955105
14810	-0.0011971624562326
14820	-0.00120757073953674
14830	-0.00120774490145178
14840	-0.00119946357685235
14850	-0.00120359751611857
14860	-0.00120826281155289
14870	-0.00119408335724494
14880	-0.00119593699664828
14890	-0.00118743981430396
14900	-0.00120024967259344
14910	-0.00119416988644782
14920	-0.00118418394047398
14930	-0.00120139093899791
14940	-0.00118858119436535
14950	-0.00118626210741157
14960	-0.00119328842649708
14970	-0.00120148137806603
14980	-0.00118660679765969
14990	-0.00120610392058463
15000	-0.00118880009829308
15010	-0.00119110691814469
15020	-0.00120069133232318
15030	-0.00119256421850771
15040	-0.00120200228899945
15050	-0.00120110078420384
15060	-0.00118736203374718
15070	-0.00119571509257361
15080	-0.00119638650323433
15090	-0.00119248377004839
15100	-0.00119979529833432
15110	-0.00118659223357633
15120	-0.00120680358858257
15130	-0.00118968040341607
15140	-0.00120103701835046
15150	-0.00119056738738131
15160	-0.00118247540467867
15170	-0.00117945481747955
15180	-0.00115163514710151
15190	-0.00119804429130543
15200	-0.0011904456372673
15210	-0.00120632615573305
15220	-0.00119386887420882
15230	-0.00120061157697859
15240	-0.00120234018713687
15250	-0.00119781086032839
15260	-0.00119311403028037
15270	-0.00120163234836816
15280	-0.00120220984055216
15290	-0.00118070924648511
15300	-0.00117990297593453
15310	-0.00120127229504317
15320	-0.00121461656107896
15330	-0.00121097158616244
15340	-0.00118553244076969
15350	-0.00119998080408801
15360	-0.00119337145574628
15370	-0.00120186864147105
15380	-0.00118273364695867
15390	-0.00119016608405875
15400	-0.00121288924460966
15410	-0.00122755351795194
15420	-0.00119696345266559
15430	-0.00118982515708131
15440	-0.00118443515504198
15450	-0.00119415545596757
15460	-0.00120620464342353
15470	-0.00120131476305744
15480	-0.00119793853691185
15490	-0.00119146608885528
15500	-0.0011869665320675
15510	-0.00119166345540429
15520	-0.0011986482874334
15530	-0.00119282416785737
15540	-0.0011986865402249
15550	-0.0012001619216687
15560	-0.00119892747903127
15570	-0.00119971010741202
15580	-0.00118496584976052
15590	-0.00120370712207033
15600	-0.00120296906796465
15610	-0.00120922521480755
15620	-0.00119123403592195
15630	-0.00119196321953388
15640	-0.00120560259153161
15650	-0.00120825039950465
15660	-0.00120366764892313
15670	-0.00120022115362393
15680	-0.00120029118715392
15690	-0.00118924144257404
15700	-0.00119980377522584
15710	-0.00119430626001158
15720	-0.00119226952018435
15730	-0.00118688566284234
15740	-0.00118808963872541
15750	-0.00120978479385754
15760	-0.00120614398874613
15770	-0.00120806885806945
15780	-0.00121257368003086
15790	-0.0012127292071588
15800	-0.00120878193200509
15810	-0.0011839464350903
15820	-0.00118738543806013
15830	-0.00119685421096968
15840	-0.00119774461357107
15850	-0.00120841524906055
15860	-0.00120824070159189
15870	-0.0012274049368748
15880	-0.00123896844570004
15890	-0.00122750478422066
15900	-0.00121593803286281
15910	-0.00118916477731273
15920	-0.00119317621378307
15930	-0.00117877926740495
15940	-0.00117381210171726
15950	-0.00120554186583507
15960	-0.00119342612518492
15970	-0.00118230736038235
15980	-0.00119159369106126
15990	-0.00120938511108431
16000	-0.00119587106878277
16010	-0.00119047480127814
16020	-0.00117663091902046
16030	-0.00119433160449364
16040	-0.0012161896389319
16050	-0.00119935208840804
16060	-0.00119702267913537
16070	-0.00121071712840819
16080	-0.00120515191192013
16090	-0.00120885658195399
16100	-0.0012100131230575
16110	-0.00119673568465852
16120	-0.00118740257543358
16130	-0.00119275687685221
16140	-0.00117718494633803
16150	-0.00118200511358021
16160	-0.0012091581333876
16170	-0.00120416174008457
16180	-0.00120167084969919
16190	-0.00120495113608725
16200	-0.00120027176573685
16210	-0.00119250304258514
16220	-0.00119548096973209
16230	-0.00120396657697734
16240	-0.00121830655924398
16250	-0.00121400285594648
16260	-0.00118313730277238
16270	-0.00119246183964997
16280	-0.00119821955481687
16290	-0.00119530316740969
16300	-0.00119346522545189
16310	-0.00118515421956744
16320	-0.00118984996686581
16330	-0.0011946185307326
16340	-0.00120416939095307
16350	-0.00119417164140425
16360	-0.00119904279232667
16370	-0.00120845725191859
16380	-0.0011893145267458
16390	-0.00118994526965523
16400	-0.00120106929034603
16410	-0.00119940511709505
16420	-0.00119514409269063
16430	-0.00119884328630123
16440	-0.00120048633278087
16450	-0.0011981510478832
16460	-0.00119771917475136
16470	-0.00120493386140491
16480	-0.00120805485427853
16490	-0.00120729931343314
16500	-0.00120592585978352
16510	-0.00120787937613488
16520	-0.00119230623297087
16530	-0.00119053906339027
16540	-0.00119724376811991
16550	-0.00118325511888447
16560	-0.00118695220088779
16570	-0.00117423763797431
16580	-0.00120192683607038
16590	-0.00120442852326735
16600	-0.00120559576194883
16610	-0.00121697969605132
16620	-0.00121122799282602
16630	-0.0012147687453489
16640	-0.00120405121562632
16650	-0.00119592111252513
16660	-0.00119541428087012
16670	-0.00119991129338237
16680	-0.00120309512739196
16690	-0.00120406273908579
16700	-0.00121645094330197
16710	-0.00120687969247313
16720	-0.00120706989518346
16730	-0.00119956983346072
16740	-0.00121720260222031
16750	-0.00120220291253397
16760	-0.00121316926269073
16770	-0.00120146325152747
16780	-0.00121688902596359
16790	-0.00120852780406043
16800	-0.00119218979160487
16810	-0.0011837576771496
16820	-0.00119645191569306
16830	-0.00117981530286334
16840	-0.00119055795514345
16850	-0.00119293341086192
16860	-0.00119337465806721
16870	-0.00120471764431479
16880	-0.00120451037395759
16890	-0.00120667094642283
16900	-0.00120077701438196
16910	-0.00116701012144839
16920	-0.00118737725686088
16930	-0.00120429983164963
16940	-0.00120832138300154
16950	-0.00120992562418988
16960	-0.00120718968482222
16970	-0.00120193157339677
16980	-0.00120388103429823
16990	-0.00121821310298938
17000	-0.00121254074650955
