Wavenumbers	Absorbance/g
cm\+(-1)	
4009.64	131.51143
4011.57	131.43
4013.49	131.59714
4015.42	131.64714
4017.34	131.58143
4019.27	131.56714
4021.19	131.55571
4023.12	131.61714
4025.04	131.61714
4026.97	131.45571
4028.89	131.57714
4030.82	131.69286
4032.74	131.49143
4034.67	131.64143
4036.59	131.53571
4038.52	131.56714
4040.44	131.58143
4042.37	131.56143
4044.29	131.43571
4046.22	131.60143
4048.14	131.51143
4050.07	131.57714
4051.99	131.52571
4053.92	131.58143
4055.84	131.46571
4057.77	131.50143
4059.69	131.57143
4061.62	131.57714
4063.54	131.45143
4065.47	131.54143
4067.39	131.46571
4069.32	131.44143
4071.24	131.42
4073.17	131.39571
4075.09	131.34571
4077.02	131.42
4078.94	131.54143
4080.87	131.49143
4082.79	131.48143
4084.72	131.53571
4086.64	131.35571
4088.57	131.37571
4090.49	131.44143
4092.42	131.34
4094.34	131.33
4096.26	131.26429
4098.19	131.35571
